,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Ibra,OM,22.6906,58.5334,59.32,66,4,0.81,clear sky
347,Port Blair,IN,11.6667,92.75,82.81,70,100,12.17,overcast clouds
348,Kodiak,US,57.79,-152.4072,27.91,86,75,3.44,broken clouds
349,Mogocha,RU,53.7333,119.7667,-5.73,88,100,2.26,overcast clouds
350,Opava,CZ,49.9387,17.9026,32.9,93,90,1.99,overcast clouds
351,Goma,CD,-1.6792,29.2228,63.68,71,100,3.38,overcast clouds
352,Kupang,ID,-10.1667,123.5833,81.18,83,75,4.61,moderate rain
353,Hurghada,EG,27.2574,33.8129,62.08,31,54,7.85,broken clouds
354,Skibbereen,IE,51.55,-9.2667,42.6,84,0,1.43,clear sky
355,The Valley,AI,18.217,-63.0578,75.09,75,10,15.86,clear sky
356,Safford,US,32.834,-109.7076,55.11,56,0,4.61,clear sky
357,Maragogi,BR,-9.0122,-35.2225,76.33,86,62,0.49,broken clouds
358,Olga,RU,43.7444,135.2892,11.97,46,67,16.96,broken clouds
359,Paris,FR,48.8534,2.3488,39.07,98,100,3.0,fog
360,Port Hawkesbury,CA,45.6169,-61.3485,32.59,94,100,8.99,light snow
361,Poyarkovo,RU,49.6,128.6833,-13.11,92,54,6.58,broken clouds
362,Nishihara,JP,26.1842,127.7558,57.25,77,100,9.22,overcast clouds
363,Kruisfontein,ZA,-34.0033,24.7314,67.89,96,99,4.23,overcast clouds
364,Saint-Augustin,CA,51.226,-58.6502,23.49,92,100,19.51,snow
365,Bandar-E Lengeh,IR,26.5579,54.8807,62.71,94,0,4.61,clear sky
366,Hami,CN,42.8,93.45,26.56,44,100,1.95,overcast clouds
367,Nha Trang,VN,12.25,109.1833,80.6,73,85,12.48,overcast clouds
368,Carauari,BR,-4.8828,-66.8958,72.0,98,100,0.63,overcast clouds
369,Loandjili,CG,-4.7561,11.8578,75.31,94,20,0.0,few clouds
370,Beringovskiy,RU,63.05,179.3167,-13.31,93,35,10.65,scattered clouds
371,Ustupo,PA,9.1333,-77.9333,76.55,84,59,8.75,broken clouds
372,Mahibadhoo,MV,3.7833,72.9667,81.57,75,63,6.98,broken clouds
373,Iqaluit,CA,63.7506,-68.5145,-15.07,64,40,8.05,scattered clouds
374,Srivardhan,IN,18.0333,73.0167,68.4,77,20,3.09,few clouds
375,Buala,SB,-8.145,159.5921,83.03,83,100,12.06,moderate rain
376,Weihai,CN,37.5017,122.1136,29.86,51,100,22.86,overcast clouds
377,Muros,ES,42.7762,-9.0603,50.85,82,7,6.96,clear sky
378,College,US,64.8569,-147.8028,8.58,85,75,3.44,broken clouds
379,Palmer,US,42.1584,-72.3287,32.47,61,100,5.75,overcast clouds
380,Paoua,CF,7.2427,16.4406,70.47,25,96,4.27,overcast clouds
381,Gushikawa,JP,26.3544,127.8686,57.2,73,100,5.75,overcast clouds
382,Chicama,PE,-7.8447,-79.1469,68.54,78,94,5.46,overcast clouds
383,Mumbwa,ZM,-14.9783,27.0619,65.32,96,100,6.44,moderate rain
384,Misratah,LY,32.3754,15.0925,56.53,75,16,20.94,few clouds
385,Henties Bay,NA,-22.116,14.2845,63.86,82,100,2.64,overcast clouds
386,Honningsvag,NO,70.9821,25.9704,37.17,73,100,28.81,overcast clouds
387,Quelimane,MZ,-17.8786,36.8883,78.75,94,75,3.44,broken clouds
388,Ust-Maya,RU,60.4167,134.5333,-16.42,94,63,2.19,broken clouds
389,Avera,US,33.194,-82.5271,46.27,56,100,3.91,overcast clouds
390,San Vicente,AR,-26.6167,-54.1333,67.95,29,0,2.75,clear sky
391,Noshiro,JP,40.2039,140.0242,34.74,69,100,20.87,light snow
392,Tempio Pausania,IT,40.8974,9.1035,34.83,71,6,8.84,clear sky
393,Sarahan,IN,31.5167,77.8,32.02,38,100,8.79,overcast clouds
394,Nyurba,RU,63.2842,118.3319,-9.13,98,100,2.59,overcast clouds
395,Yumen,CN,40.2833,97.2,23.58,42,100,10.25,overcast clouds
396,Balkhash,KZ,46.844,74.9804,9.21,92,100,6.71,mist
397,Matagami,CA,49.7502,-77.6328,-27.29,75,0,0.0,clear sky
398,Atbasar,KZ,51.8,68.3333,4.51,89,78,11.07,broken clouds
399,Cap Malheureux,MU,-19.9842,57.6142,82.47,80,100,5.99,overcast clouds
400,Garissa,KE,-0.4536,39.6401,74.37,79,99,1.61,overcast clouds
401,Wanxian,CN,30.8039,108.3897,50.36,78,100,3.74,light rain
402,Pszow,PL,50.0399,18.3947,31.42,95,100,5.19,overcast clouds
403,De-Kastri,RU,51.4667,140.7833,15.22,89,100,10.16,overcast clouds
404,Kyra,RU,49.5776,111.9753,3.69,64,88,1.9,overcast clouds
405,Sao Filipe,CV,14.8961,-24.4956,72.21,68,86,4.32,overcast clouds
406,Haselunne,DE,52.6667,7.4833,41.81,95,5,8.5,clear sky
407,Barra Do Bugres,BR,-15.0725,-57.1811,72.52,84,48,2.59,scattered clouds
408,Granadilla De Abona,ES,28.1188,-16.576,59.85,50,0,3.44,clear sky
409,Tura,IN,25.5198,90.2201,62.22,82,22,3.18,few clouds
410,Qandala,SO,11.472,49.8728,71.46,72,27,4.92,scattered clouds
411,Tonj,SS,7.2737,28.6822,79.97,37,76,2.89,broken clouds
412,Chern,RU,53.4523,36.9145,2.66,97,97,7.63,overcast clouds
413,Pacific Grove,US,36.6177,-121.9166,58.95,65,0,1.01,clear sky
414,Pangai,TO,-19.8,-174.35,86.11,74,75,11.5,broken clouds
415,Amapa,BR,1.0,-52.0,70.56,100,100,2.37,heavy intensity rain
416,Pundaguitan,PH,6.3711,126.1689,80.91,76,44,5.48,scattered clouds
417,Rajakhera,IN,26.8961,78.1714,51.08,73,4,2.21,clear sky
418,Antalaha,MG,-14.9003,50.2788,75.38,89,100,4.14,overcast clouds
419,Saceni,RO,44.2333,25.0667,27.12,79,41,6.85,scattered clouds
420,Ohara,JP,35.25,140.3833,52.02,56,98,9.86,overcast clouds
421,Bodden Town,KY,19.2833,-81.25,77.0,74,20,0.0,few clouds
422,West Wendover,US,40.7391,-114.0733,24.01,80,0,0.0,clear sky
423,Jiuquan,CN,39.7432,98.5174,25.03,36,100,2.15,overcast clouds
424,Tombouctou,ML,20.0,-3.0,59.41,12,47,10.11,scattered clouds
425,Huarmey,PE,-10.0681,-78.1522,71.08,81,93,8.14,overcast clouds
426,Malmesbury,ZA,-33.4608,18.7271,67.8,68,74,6.4,broken clouds
427,Lincoln,US,40.8,-96.667,47.01,53,100,1.99,overcast clouds
428,Bud,US,39.447,-86.1758,40.33,82,50,5.39,scattered clouds
429,Cartagena,CO,10.3997,-75.5144,76.62,88,20,5.75,few clouds
430,Makakilo City,US,21.3469,-158.0858,79.12,69,75,6.91,broken clouds
431,Cuiluan,CN,47.72,128.648,-4.25,78,68,3.71,broken clouds
432,Paamiut,GL,61.994,-49.6678,6.35,84,46,12.71,scattered clouds
433,Hoquiam,US,46.9809,-123.8893,53.58,86,20,18.41,few clouds
434,Le Port,RE,-20.9373,55.2919,77.61,81,99,9.82,light rain
435,Lebowakgomo,ZA,-24.2,29.5,63.5,90,57,4.07,broken clouds
436,Kathmandu,NP,27.7167,85.3167,46.62,93,20,3.44,mist
437,Opuwo,NA,-18.0607,13.84,62.22,23,57,0.49,broken clouds
438,Safaga,EG,26.7292,33.9365,57.15,32,16,5.77,few clouds
439,Mitsamiouli,KM,-11.3847,43.2844,82.24,72,100,8.93,overcast clouds
440,Beaverlodge,CA,55.2166,-119.4361,20.55,94,100,2.04,overcast clouds
441,Faya,SA,18.3851,42.4509,50.11,71,23,2.86,few clouds
442,Bubaque,GW,11.2833,-15.8333,78.84,69,17,10.78,few clouds
443,Uray,RU,60.1247,64.7758,-1.71,85,27,6.49,scattered clouds
444,Rovenki,UA,48.0833,39.3776,7.05,83,34,9.98,scattered clouds
445,Kulhudhuffushi,MV,6.6221,73.07,81.28,71,24,8.9,few clouds
446,Kavieng,PG,-2.5744,150.7967,85.17,66,98,11.72,overcast clouds
447,Prince Rupert,CA,54.3161,-130.3201,40.69,99,100,0.0,fog
448,Witu,KE,-2.3889,40.4382,77.16,94,82,2.8,broken clouds
449,Kamaishi,JP,39.2667,141.8833,34.75,63,27,19.75,scattered clouds
450,Mandera,KE,3.9366,41.867,75.54,39,95,5.59,overcast clouds
451,Quchan,IR,37.106,58.5095,35.91,73,42,3.24,scattered clouds
452,Manokwari,ID,-0.8667,134.0833,84.31,67,92,5.28,overcast clouds
453,Los Llanos De Aridane,ES,28.6585,-17.9182,56.95,67,0,8.99,clear sky
454,Pangnirtung,CA,66.1451,-65.7125,-21.77,80,88,5.12,overcast clouds
455,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.62,86,60,1.45,broken clouds
456,Mao,ES,39.8885,4.2658,46.96,81,75,8.05,broken clouds
457,Dalbandin,PK,28.8947,64.4101,47.34,45,0,4.68,clear sky
458,Majene,ID,-3.5403,118.9707,80.73,81,99,7.27,overcast clouds
459,Aksu,CN,41.1231,80.2644,22.15,55,10,1.9,clear sky
460,Sola,VU,-13.8833,167.55,88.47,74,75,0.0,moderate rain
461,Esmeralda,CU,21.8525,-78.1169,69.04,88,9,4.21,clear sky
462,Merauke,ID,-8.4667,140.3333,83.89,74,48,6.82,scattered clouds
463,Sacramento,US,38.4666,-121.3177,58.82,87,0,3.0,clear sky
464,Leh,IN,34.1667,77.5833,-2.76,72,100,2.51,overcast clouds
465,Bima,ID,-8.4667,118.7167,87.48,68,99,3.98,overcast clouds
466,Puerto Leguizamo,CO,-0.1934,-74.7819,80.33,58,87,1.68,overcast clouds
467,Sisimiut,GL,66.9395,-53.6735,13.78,82,100,7.43,light snow
468,Talnakh,RU,69.4865,88.3972,-9.8,97,100,13.85,light snow
469,Parkes,AU,-33.1333,148.1833,89.35,37,0,1.01,clear sky
470,Rafai,CF,4.95,23.9167,71.15,81,87,1.83,overcast clouds
471,Homer,US,59.6425,-151.5483,30.09,93,0,0.0,clear sky
472,Bar-Le-Duc,FR,48.75,5.1667,32.95,89,4,9.35,clear sky
473,Sept-Iles,CA,50.2001,-66.3821,-1.77,83,20,4.61,few clouds
474,Hamilton,US,39.1834,-84.5333,41.77,69,0,0.0,clear sky
475,Birobidzhan,RU,48.8,132.95,8.91,88,100,4.14,overcast clouds
476,Ashland,US,40.8167,-82.2665,37.54,85,100,6.33,overcast clouds
477,Wagar,SD,16.1525,36.2032,71.58,76,52,9.35,broken clouds
478,Iquique,CL,-20.2208,-70.1431,68.04,79,60,2.13,broken clouds
479,Ahuimanu,US,21.4447,-157.8378,80.31,80,100,5.75,light rain
480,Searcy,US,35.2506,-91.7363,52.52,66,0,0.0,clear sky
481,Coquimbo,CL,-29.9533,-71.3436,64.13,82,0,3.44,clear sky
482,Shiraz,IR,29.6036,52.5388,33.24,86,0,0.0,clear sky
483,Salihorsk,BY,52.7876,27.5415,19.47,96,95,9.17,overcast clouds
484,Mattru,SL,7.6244,-11.8332,74.68,91,7,1.28,clear sky
485,Mbini,GQ,1.574,9.6134,78.82,85,81,6.67,broken clouds
486,Ayagoz,KZ,47.9714,80.4392,8.87,87,100,3.02,overcast clouds
487,Zemetchino,RU,53.4973,42.6163,7.61,98,96,2.1,overcast clouds
488,Breves,BR,-1.6822,-50.4803,72.43,93,96,3.11,light rain
489,Port-Gentil,GA,-0.7193,8.7815,78.98,83,86,8.84,light rain
490,Myitkyina,MM,25.3833,97.4,59.67,97,100,2.44,overcast clouds
491,Letlhakeng,BW,-24.0944,25.0298,67.77,85,26,10.11,scattered clouds
492,Baruun-Urt,MN,46.6806,113.2792,2.44,79,10,10.38,clear sky
493,Mukono,UG,0.3533,32.7553,67.75,63,100,1.59,overcast clouds
494,Nuuk,GL,64.1835,-51.7216,16.41,73,100,9.22,overcast clouds
495,Sobolevo,RU,54.4299,31.8996,-1.23,97,86,6.73,overcast clouds
496,Dehui,CN,44.5333,125.7,5.31,77,14,8.77,few clouds
497,Andros Town,BS,24.7,-77.7667,69.76,75,85,12.97,overcast clouds
498,Bondoukou,CI,8.0333,-2.8,71.8,57,8,4.54,clear sky
499,Williamsburg,US,37.2707,-76.7075,44.35,53,0,4.61,clear sky
500,Waipawa,NZ,-41.4122,175.5153,62.29,56,65,12.28,broken clouds
501,Prieska,ZA,-29.6641,22.7474,77.79,50,60,4.12,broken clouds
502,Nabire,ID,-3.3667,135.4833,86.2,65,100,5.08,overcast clouds
503,Labuhan,ID,-6.8844,112.2051,80.19,80,100,13.2,overcast clouds
504,Boyolangu,ID,-8.1181,111.8935,83.53,73,95,3.58,overcast clouds
505,Bundaberg,AU,-24.85,152.35,86.29,45,40,16.11,scattered clouds
506,Willowmore,ZA,-33.2926,23.4895,62.56,82,46,5.97,scattered clouds
507,Dom Pedrito,BR,-30.9828,-54.6731,76.57,43,0,10.04,clear sky
508,Takoradi,GH,4.8845,-1.7554,80.06,82,100,7.52,light rain
509,Nanakuli,US,21.3906,-158.1547,80.55,62,75,6.91,broken clouds
510,Kondinskoye,RU,59.6481,67.41,-1.62,87,84,7.74,broken clouds
511,Yinchuan,CN,38.4681,106.2731,21.6,38,2,3.38,clear sky
512,Tezu,IN,27.9167,96.1667,60.01,92,100,1.41,light rain
513,Kurilsk,RU,45.2333,147.8833,32.2,76,92,3.44,overcast clouds
514,Lezhe,AL,41.7836,19.6436,25.12,59,0,12.5,clear sky
515,Kauswagan,PH,8.1917,124.0847,79.99,82,100,11.01,overcast clouds
516,Rodos,GR,36.4408,28.2225,55.06,63,40,3.0,scattered clouds
517,Travesia,HN,15.8667,-87.9,72.14,82,35,6.35,scattered clouds
518,Nhulunbuy,AU,-12.2333,136.7667,88.41,70,40,12.66,scattered clouds
519,Bajil,YE,15.0584,43.2851,73.89,75,64,2.95,broken clouds
520,Araouane,ML,18.9048,-3.5265,62.13,14,23,9.93,few clouds
521,Purranque,CL,-40.9167,-73.1667,58.33,92,0,2.13,clear sky
522,Mikkeli,FI,61.6886,27.2723,35.71,93,75,16.11,broken clouds
523,Batemans Bay,AU,-35.7167,150.1833,76.98,72,80,7.18,broken clouds
524,Tilichiki,RU,60.4667,166.1,-2.99,92,89,7.56,overcast clouds
525,Maarianhamina,AX,60.0973,19.9348,42.66,75,0,14.97,clear sky
526,Sulecin,PL,52.4443,15.1168,38.08,94,88,11.92,overcast clouds
527,Namatanai,PG,-3.6667,152.4333,85.03,68,81,10.07,light rain
528,Sao Pedro Do Sul,BR,-29.6206,-54.1789,70.45,36,0,7.87,clear sky
529,Ossora,RU,59.2353,163.0719,10.49,95,100,5.68,overcast clouds
530,Benguela,AO,-12.5763,13.4055,74.61,82,100,1.88,overcast clouds
531,Loikaw,MM,19.6742,97.2094,73.9,41,45,1.14,scattered clouds
532,Flin Flon,CA,54.7682,-101.865,-0.58,99,90,3.02,overcast clouds
533,Hede,CN,33.7681,120.2517,36.73,37,8,15.41,clear sky
534,Isangel,VU,-19.55,169.2667,86.11,79,20,9.22,few clouds
535,Iberia,US,29.9502,-91.7507,46.98,76,0,3.44,clear sky
536,Okhotsk,RU,59.3833,143.3,-3.78,88,18,9.73,few clouds
537,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,78.73,24,0,5.35,clear sky
538,Palasa,IN,18.7667,84.4167,73.17,76,77,5.97,broken clouds
539,Rockport,US,28.0206,-97.0544,61.05,89,0,5.75,clear sky
540,Vestmannaeyjar,IS,63.4427,-20.2734,39.07,60,100,37.74,light rain
541,Pocinhos,BR,-7.0767,-36.0611,71.89,93,11,5.35,few clouds
542,Harper,LR,4.375,-7.7169,78.89,84,29,7.63,light rain
543,Temir,KZ,49.1414,57.13,3.0,94,19,9.33,few clouds
544,Luwingu,ZM,-10.2621,29.9271,63.01,91,100,2.44,overcast clouds
545,Moose Factory,CA,51.2585,-80.6094,-18.42,83,0,5.75,clear sky
546,Brokopondo,SR,4.75,-55.1667,74.16,91,79,6.93,broken clouds
547,Kodinsk,RU,58.6881,99.1844,-23.33,100,100,0.92,overcast clouds
548,Dingle,PH,10.9995,122.6711,80.94,70,93,15.23,overcast clouds
549,Lovozero,RU,68.005,35.0117,16.54,95,72,7.07,broken clouds
550,Maldonado,UY,-34.6667,-54.9167,67.39,95,0,6.13,clear sky
551,Broken Hill,AU,-31.95,141.4333,103.71,16,57,19.57,broken clouds
552,Afua,BR,-0.1567,-50.3867,74.03,92,96,2.84,moderate rain
553,Sesheke,ZM,-17.4759,24.2968,67.21,97,100,11.88,moderate rain
554,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.39,81,62,9.98,broken clouds
555,Banda Aceh,ID,5.5577,95.3222,82.72,71,77,9.04,broken clouds
556,Half Moon Bay,US,37.4636,-122.4286,59.61,76,100,3.44,mist
557,Moirang,IN,24.5,93.7667,55.45,66,63,1.39,broken clouds
558,Muisne,EC,0.6,-80.0333,76.64,86,91,7.56,overcast clouds
559,Shalakusha,RU,62.2247,40.2539,14.07,89,99,15.35,overcast clouds
560,Nome,US,64.5011,-165.4064,-5.73,65,0,9.22,clear sky
561,Coos Bay,US,43.3665,-124.2179,54.14,93,0,6.91,clear sky
562,Rocha,UY,-34.4833,-54.3333,61.79,93,0,4.61,clear sky
563,Sandnessjoen,NO,66.0217,12.6316,39.18,70,100,34.9,overcast clouds
564,Inirida,CO,3.8653,-67.9239,77.63,67,51,1.5,broken clouds
565,Aqtobe,KZ,50.2797,57.2072,3.29,78,75,8.95,broken clouds
566,Ahipara,NZ,-35.1667,173.1667,74.35,56,3,3.87,clear sky
567,Simao,CN,22.7886,100.9748,67.21,44,1,4.81,clear sky
568,Yangjiang,CN,21.85,111.9667,62.94,62,100,7.25,overcast clouds
569,Gawler,AU,-34.6,138.7333,85.6,50,0,11.23,clear sky
570,Virginia Beach,US,36.8529,-75.978,44.65,49,75,8.05,broken clouds
571,Vila,PT,42.0304,-8.1588,39.94,50,5,5.64,clear sky
572,San Quintin,MX,30.4833,-115.95,64.67,36,100,3.62,overcast clouds
573,Houma,US,29.5958,-90.7195,46.4,68,3,2.1,clear sky
574,Adrar,MR,20.5022,-10.0711,61.97,16,97,9.31,overcast clouds
575,Ovsyanka,RU,55.9575,92.5519,-0.78,99,96,2.91,overcast clouds
576,Nemuro,JP,43.3236,145.575,34.23,77,74,25.34,broken clouds
577,Minsk,BY,53.9,27.5667,19.15,96,96,10.47,overcast clouds
578,Chissamba,AO,-12.1667,17.3333,62.91,97,100,1.45,moderate rain
579,Peniche,PT,39.3558,-9.3811,52.61,74,0,12.75,clear sky
580,Idah,NG,7.1065,6.7342,77.0,78,42,3.31,scattered clouds
581,Gasa,PS,31.5,34.4667,53.91,55,99,6.17,overcast clouds
582,Caxito,AO,-8.5785,13.6643,75.85,90,100,0.96,overcast clouds
583,Iskateley,RU,67.6803,53.1512,14.68,92,99,20.2,overcast clouds
584,Micheweni,TZ,-4.9667,39.8333,80.69,76,33,12.86,scattered clouds
585,Puerto Carreno,CO,6.189,-67.4859,80.82,52,42,7.94,scattered clouds
586,Yuli,NG,9.6989,10.2744,70.11,27,10,5.06,clear sky
587,Axim,GH,4.8699,-2.2405,79.77,83,94,7.83,light rain
588,Karratha,AU,-20.7377,116.8463,111.69,14,74,19.66,broken clouds
589,Plouzane,FR,48.3833,-4.6167,48.38,87,100,6.91,overcast clouds
590,Fethiye,TR,36.6217,29.1164,49.87,76,28,8.16,scattered clouds
591,Aklavik,CA,68.2191,-135.0107,-10.37,97,100,1.59,overcast clouds
592,Bacolod,PH,10.6667,122.95,82.54,64,96,16.8,overcast clouds
593,Samarai,PG,-10.6167,150.6667,85.39,72,89,15.23,overcast clouds
594,Yilan,TW,24.757,121.753,63.05,88,100,5.06,overcast clouds
595,Narsaq,GL,60.9167,-46.05,8.82,83,10,8.86,clear sky
596,Koulikoro,ML,14.0,-7.75,69.12,16,30,8.39,scattered clouds
597,Hue,VN,16.4667,107.6,73.51,78,75,4.61,broken clouds
598,Eureka,US,40.8021,-124.1637,54.79,81,12,7.54,few clouds
599,Tual,ID,-5.6667,132.75,83.17,75,99,14.72,overcast clouds
600,Kudahuvadhoo,MV,2.6708,72.8944,81.88,72,100,7.34,overcast clouds
601,Krasnyy,RU,54.5678,31.4333,0.72,93,49,7.76,scattered clouds
602,Aberdeen,GB,57.1437,-2.0981,48.2,87,63,2.3,broken clouds
603,Caravelas,BR,-17.7125,-39.2481,73.38,93,0,5.28,clear sky
604,Xinmin,CN,41.9908,122.8253,17.85,40,0,9.95,clear sky
605,Kamenka,RU,51.3223,42.7678,4.87,97,100,6.15,overcast clouds
606,Aboisso,CI,5.4678,-3.2071,76.82,91,47,3.6,scattered clouds
607,Sinop,TR,41.7711,34.8709,28.2,95,100,7.92,snow
608,Barra Patuca,HN,15.8,-84.2833,75.47,80,1,7.47,clear sky
609,Milkovo,RU,54.7167,158.6167,6.4,93,100,2.13,overcast clouds
610,Reriutaba,BR,-4.1417,-40.5822,74.86,83,93,3.47,overcast clouds
611,Preobrazheniye,RU,42.9019,133.9064,14.49,44,50,9.46,scattered clouds
612,Vigrestad,NO,58.5667,5.7,46.08,92,100,24.61,overcast clouds
613,Port Macquarie,AU,-31.4333,152.9167,78.89,63,33,9.01,scattered clouds
614,Te Anau,NZ,-45.4167,167.7167,68.16,40,1,4.56,clear sky
615,Santa Rosa,PH,14.3122,121.1114,82.38,72,59,10.69,broken clouds
616,Canas,CR,10.4294,-85.0931,78.66,83,14,8.57,few clouds
617,Vasterhaninge,SE,59.1167,18.1,43.84,88,100,17.07,overcast clouds
618,Aldergrove,CA,49.058,-122.4709,56.37,98,100,5.75,mist
619,Kirovsk,UA,48.6375,38.6428,6.58,85,84,11.1,broken clouds
620,Akyab,MM,20.15,92.9,72.12,55,57,5.66,broken clouds
621,Maanshan,CN,31.6957,118.4983,39.25,37,42,8.3,scattered clouds
622,Hailin,CN,44.5833,129.4167,1.06,78,26,8.57,scattered clouds
623,Gayeri,BF,12.6497,0.4931,70.59,9,38,7.61,scattered clouds
624,Villahermosa,MX,17.9833,-92.9167,72.01,87,75,0.0,broken clouds
625,Changji,CN,44.0167,87.3167,9.39,85,73,2.24,mist
626,Goure,NE,13.9835,10.2704,65.01,9,2,6.93,clear sky
627,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,68.79,99,100,4.32,light rain
628,Rovaniemi,FI,66.5,25.7167,31.41,86,0,11.5,clear sky
629,Sakakah,SA,29.9697,40.2064,54.97,47,2,6.33,clear sky
630,Douala,CM,4.0483,9.7043,76.91,100,20,2.3,few clouds
631,Vesoul,FR,47.5833,5.8333,30.49,69,3,7.58,clear sky
632,Turayf,SA,31.6725,38.6637,44.85,81,40,4.61,scattered clouds
633,Lewistown,US,40.5992,-77.5714,39.94,100,0,0.0,clear sky
634,Impfondo,CG,1.6381,18.0667,75.67,42,100,2.84,overcast clouds
635,Waingapu,ID,-9.6567,120.2641,87.26,65,97,4.72,moderate rain
636,Turochak,RU,52.2576,87.1224,14.5,95,100,1.48,light snow
637,Simplicio Mendes,BR,-7.8539,-41.9103,71.78,88,94,1.88,overcast clouds
638,Westport,US,41.1415,-73.3579,35.94,80,0,3.44,clear sky
639,Maklar,HU,47.8,20.4167,24.91,63,1,3.0,clear sky
640,Vredendal,ZA,-31.6683,18.5012,67.84,71,0,0.98,clear sky
641,Loughborough,GB,52.7667,-1.2,41.52,93,0,9.22,clear sky
642,Goderich,CA,43.7501,-81.7165,32.32,80,100,1.14,overcast clouds
643,Huaicheng,CN,23.9051,112.1931,58.48,47,100,3.42,overcast clouds
644,Gigmoto,PH,13.7796,124.39,75.78,77,100,13.6,overcast clouds
645,Kangaatsiaq,GL,68.3065,-53.4641,0.55,96,85,8.1,overcast clouds
646,Gold Coast,AU,-28.0,153.4333,86.23,60,19,7.0,few clouds
647,Basoko,CD,1.2391,23.616,73.35,88,100,3.44,overcast clouds
648,Marfino,RU,55.7028,37.3822,4.95,80,75,4.47,broken clouds
649,Caraballeda,VE,10.6112,-66.8522,75.27,83,20,0.0,few clouds
650,Salym,RU,60.0625,71.4789,-2.85,94,71,6.64,broken clouds
651,Ostrovnoy,RU,68.0531,39.5131,26.42,87,100,24.36,overcast clouds
652,Biga,TR,40.2281,27.2422,38.05,78,100,22.19,overcast clouds
653,Nantucket,US,41.2835,-70.0995,37.15,83,73,16.6,broken clouds
654,Yantal,RU,56.8471,105.2542,-4.49,99,97,2.21,overcast clouds
655,Mbigou,GA,-1.9005,11.906,68.0,99,100,3.94,overcast clouds
656,Barguzin,RU,53.6167,109.6167,6.49,88,100,1.32,overcast clouds
657,Keelung,TW,25.1283,121.7419,63.09,81,100,12.95,overcast clouds
658,Usinsk,RU,65.9939,57.5281,12.83,93,100,27.04,light snow
659,Vagur,FO,61.4732,-6.8119,47.79,87,100,41.14,overcast clouds
660,Pavilosta,LV,56.8879,21.1859,39.15,96,100,18.23,overcast clouds
661,Nola,IT,40.922,14.5329,49.55,42,24,1.99,few clouds
662,Sayyan,YE,15.1718,44.3244,48.94,42,17,2.3,few clouds
663,Baoqing,CN,46.3317,132.2111,-0.31,78,100,14.43,overcast clouds
664,Jishu,CN,44.3167,126.8,-2.34,83,89,6.51,overcast clouds
665,Brae,GB,60.3964,-1.353,48.15,86,100,33.06,overcast clouds
666,Sobradinho,BR,-12.8333,-39.1,69.8,93,19,1.97,few clouds
667,Qaqortoq,GL,60.7167,-46.0333,9.1,86,27,8.28,scattered clouds
668,Gornyak,RU,50.9942,81.4661,10.51,91,100,3.42,overcast clouds
669,Karpogory,RU,64.0019,44.4451,13.78,80,99,17.43,overcast clouds
670,Quthing,LS,-30.4,27.7003,63.73,79,66,1.74,broken clouds
671,Barentu,ER,15.1139,37.5928,68.58,66,20,5.17,few clouds
672,Nara,JP,34.6851,135.8049,45.72,38,33,19.17,scattered clouds
673,Aransas Pass,US,27.9095,-97.15,61.97,89,40,1.99,scattered clouds
674,Espanola,US,35.9911,-106.0806,48.18,51,3,5.23,clear sky
675,Winneba,GH,5.3511,-0.6231,81.07,84,100,8.19,light rain
676,Kandrian,PG,-6.2167,149.55,88.07,64,31,8.41,scattered clouds
